Actual,Predicted
20.42,17.560389
15.359999999999998,14.231195
20.2,19.695475
20.42,19.931965
18.47,21.647356
16.93,18.009682
18.28,18.733498
18.28,17.27957
27.8,27.504236
33.57,20.64452
27.79,25.58677
28.26,33.122528
25.14,27.916792
23.21,19.149704
21.31,23.697487
16.43,17.853539
30.0,28.398096
13.48,8.279442
9.34,11.604442
18.28,17.300083
15.27,14.15567
18.5,18.015709
16.3,16.777054
18.63,18.934883
7.429999999999999,10.875553
20.140000000000004,19.088903
18.48,17.031498
20.32,19.626616
19.8,18.969255
32.76,39.358807
18.39,17.519697
18.0,17.926323
15.410000000000002,14.861509
27.52,25.679335
20.42,21.594732
28.13,28.670954
15.409999999999998,14.870261
18.39,18.408972
18.29,18.114628
18.41,18.681923
20.43,19.683693
19.13,18.708035
19.31,19.090498
35.67,54.34304
47.98,110.278305
34.56,106.611145
18.53,34.77773
18.64,19.57423
20.43,20.708073
28.21,25.95819
15.580000000000002,17.122778
27.770000000000003,21.715271
27.65,24.531767
27.249999999999996,37.11161
40.81,34.332867
40.81,34.332867
18.39,20.117685
18.56,19.06974
19.84,19.743046
19.84,19.743046
18.37,47.589653
15.309999999999999,15.438622
27.8,26.475096
27.46,26.63204
19.73,24.789312
28.78,27.052017
27.229999999999997,36.427937
19.74,25.012356
25.65,26.548107
24.19,27.737595
20.44,22.848366
19.2,24.766758
20.73,21.313026
25.89,23.00004
22.06,24.93847
15.459999999999999,16.631836
18.52,18.882431
34.49,25.49604
18.28,17.83838
20.440000000000005,21.491434
21.01,22.503778
17.28,18.503933
27.769999999999996,23.933348
28.26,29.312025
20.92,19.418348
24.36,26.42172
18.89,60.478367
18.43,19.020723
13.57,14.122442
17.61,18.44195
16.07,18.658487
15.41,14.543523
33.26,86.089935
32.48,30.862206
32.92,31.325897
30.08,27.845356
31.74,32.268486
33.77,33.00482
34.54,34.243984
35.46,34.762333
33.25,31.94321
31.08,32.764328
34.54,34.51658
33.25,34.17137
51.510000000000005,40.20123
38.7,45.71016
50.51,52.23842
32.23,93.02303
51.35,107.88275
39.59,52.66736
33.26,45.543545
33.26,33.60287
87.38,91.99888
33.25,45.152412
33.26,78.61298
33.25,55.414963
63.56,110.38942
52.90999999999999,59.983845
39.42,39.130936
82.71,201.83295
48.239999999999995,50.681572
32.6,31.706575
52.8,44.92105
42.73,45.76499
61.41,59.42807
28.36,29.539034
54.13,49.30022
33.25,36.16502
29.85,28.44429
33.26,31.5729
22.27,23.58995
29.26,27.539352
34.19,32.075047
38.49,40.86986
31.749999999999996,30.872469
33.26,33.532387
33.99,32.306282
34.54,34.13719
34.16,34.517735
34.55,34.492653
31.75,31.58909
32.58,33.340313
34.55,33.680744
38.47,35.095432
34.54,34.278976
34.86,35.169086
35.95,35.13863
33.24,33.61847
32.73,33.666267
27.17,27.342478
33.85,32.047867
42.44,37.3871
31.75,29.730183
33.26,34.271893
27.15,27.496475
27.180000000000003,26.711617
27.17,28.144705
37.28,33.31212
36.13,43.200882
915.0,385.4879
869.96,791.43555
161.97,667.8764
31.75,33.937695
27.079999999999995,28.599878
23.29,24.502926
31.739999999999995,28.896545
31.61,27.712608
38.95,40.766174
27.16,25.676003
30.799999999999997,28.480106
27.05,36.09242
31.209999999999997,40.463955
33.11,32.631897
91.76,263.35858
31.739999999999995,31.8756
31.74,34.051807
31.650000000000002,39.856953
24.16,25.210045
25.05,23.683672
27.91,74.9861
27.17,35.196877
27.19,29.183676
31.74,32.84999
32.37,66.693634
45.029999999999994,137.09552
31.6,32.81371
31.75,29.32827
27.180000000000003,27.048307
27.18,28.396101
22.18,25.987467
27.9,37.238758
39.47,88.39513
32.9,76.483345
32.83,34.29446
32.79,33.86669
27.14,34.00292
31.749999999999996,31.906546
30.86,28.445442
32.49,31.459303
33.25,33.262512
33.25,37.72451
36.18,35.14772
965.03,588.15704
35.06,36.512
40.99,40.924854
46.62,43.935333
33.67,37.234997
32.55,32.193268
42.55,41.100677
33.25,34.224037
45.34,43.873123
45.34,43.873123
54.36000000000001,49.033405
33.22,36.96392
33.22,36.895367
44.99,40.567467
33.13,42.48952
66.87,111.627304
66.87,111.627304
90.54,93.059265
52.39,63.278973
57.93,54.398167
45.0,46.586338
33.23,35.356853
50.83,50.31068
71.56,75.966064
130.81,114.55128
73.87,72.532486
620.15,195.76562
926.64,501.93237
97.37,132.41882
84.16,69.31497
43.22,49.169575
48.96,44.558258
762.54,103.17583
44.57,60.79001
33.2,36.760628
33.17,32.90628
95.56,281.34338
753.04,376.69882
63.47,367.86282
41.65,54.006638
42.44,58.306835
33.22,36.04949
27.03,28.628988
29.609999999999996,31.9001
30.169999999999998,28.694456
46.58,84.542175
33.57,34.771683
28.459999999999997,31.368626
24.39,23.08715
908.58,745.967
52.54,106.44923
24.54,46.523438
29.46,81.94843
31.94,62.98836
402.97,671.32623
292.39,592.2902
70.54,87.13846
33.8,58.329525
42.79,45.556576
43.67,42.105766
33.52,35.099636
25.489999999999995,78.485275
30.35,76.57052
33.77,82.507706
33.1,58.007545
86.25,186.41322
32.68,32.62095
34.2,37.540768
35.14,37.79988
33.49,32.6889
45.11,40.65589
34.43,43.450024
32.78,34.991337
33.14,32.335815
28.109999999999996,25.689125
28.53,31.033749
33.91,33.873787
95.57999999999998,144.97214
32.1,40.380085
29.03,34.98373
29.41,34.32765
30.48,30.121107
33.0,33.537144
33.4,34.573658
34.19,35.267696
33.84,85.3595
32.33,82.88862
33.86,43.740993
32.76,32.351185
31.060000000000002,69.58507
33.31,33.086098
28.31,29.158422
34.51,35.867653
