Actual,Predicted
31.4,31.508621
15.250000000000002,28.414997
29.509999999999998,30.533226
43.33,30.533226
23.68,30.533226
34.11,31.34858
34.11,31.34858
21.6,28.04189
15.26,27.95606
29.820000000000004,26.728935
40.47,32.180668
30.9,29.651533
26.62,32.034996
32.59,25.31307
29.58,32.367638
40.47,32.367638
22.56,21.843502
36.14,27.179682
16.22,14.567834
16.61,20.317598
15.630000000000003,14.711692
18.58,77.34046
30.54,36.038303
21.6,37.865074
36.31,26.675943
23.45,26.751572
23.98,30.466612
21.92,30.479485
22.42,18.780827
50.08,35.137554
37.88,28.852322
20.42,21.900827
23.43,29.21362
27.77,29.21362
18.34,29.192163
25.05,34.044525
18.28,21.595472
28.000000000000004,27.221218
27.770000000000003,29.390589
31.56,34.305744
33.98,34.619724
18.54,34.619724
20.52,34.619724
20.42,20.938858
25.38,36.39787
29.780000000000005,31.298069
37.37,35.72122
18.28,141.72784
18.34,26.132793
18.43,576.346
18.39,15.626574
13.48,16.30008
13.48,16.340038
19.02,20.678621
15.63,17.44752
17.09,16.599958
18.56,16.599958
15.78,17.788622
18.5,18.081654
74.9,57.322987
20.43,18.526928
13.9,17.878937
18.49,16.534134
19.2,22.465904
29.85,23.786339
28.549999999999997,37.074364
20.42,37.074364
20.12,37.074364
28.6,31.24047
27.77,27.415668
22.47,57.322987
40.0,514.55457
28.17,32.62035
18.29,25.645353
25.52,37.440548
20.4,38.735588
53.53000000000001,37.171413
23.89,21.614841
18.28,17.44752
24.83,23.648739
34.23,27.148148
18.51,22.465904
29.109999999999996,23.230865
27.77,29.914328
25.05,29.914328
43.0,33.305866
33.27,33.305866
34.54,40.028854
35.1,40.028854
18.28,21.724764
20.42,19.840904
19.87,20.01256
15.86,17.44752
18.28,17.44752
27.759999999999998,25.118343
22.8,25.118343
20.43,25.118343
27.45,24.88921
18.34,24.218462
18.5,30.728582
27.66,35.973537
25.29,35.973537
27.9,35.973537
15.39,34.3498
26.86,26.534842
20.42,29.04248
24.63,33.615078
19.88,33.63224
18.41,33.53354
20.45,31.759605
18.42,34.16342
14.28,25.162674
20.4,95.02751
30.9,95.02751
24.879999999999995,34.470036
20.35,32.53996
18.51,19.040236
27.77,28.454367
15.41,15.045787
20.41,17.44752
19.72,25.929605
27.77,25.929605
18.29,29.233501
20.42,35.807125
20.42,17.44181
15.359999999999998,15.857242
20.2,21.637676
20.42,25.61736
18.47,25.61736
16.93,26.119448
18.28,22.401535
18.28,21.499565
27.8,23.845665
33.57,23.845665
27.79,23.845665
28.26,28.94547
25.14,29.806768
23.21,16.182634
21.31,16.182634
16.43,22.474487
30.0,26.981455
13.48,10.503935
9.34,10.5667305
18.28,17.44752
15.27,10.48681
18.5,27.4424
16.3,27.395197
18.63,22.152637
7.429999999999999,19.520905
20.140000000000004,19.520905
18.48,14.772596
20.32,19.648148
19.8,19.648148
32.76,30.703775
18.39,21.39035
18.0,21.39035
15.410000000000002,21.39035
27.52,28.810863
20.42,28.810863
28.13,30.350824
15.409999999999998,17.25441
18.39,24.32693
18.29,22.177597
18.41,24.309763
20.43,18.258581
19.13,19.224802
19.31,24.063503
35.67,202.1945
47.98,578.7521
34.56,578.7521
18.53,287.98587
18.64,21.729015
20.43,22.079683
28.21,23.435904
15.580000000000002,32.0222
27.770000000000003,18.904093
27.65,18.904093
27.249999999999996,32.74728
40.81,32.74728
40.81,32.74728
18.39,32.815784
18.56,18.069763
19.84,18.069763
19.84,18.069763
18.37,200.47421
15.309999999999999,21.383936
27.8,32.555862
27.46,32.555862
19.73,33.83039
28.78,27.66362
27.229999999999997,127.987625
19.74,127.987625
25.65,44.15641
24.19,44.667084
20.44,25.163464
19.2,62.484047
20.73,63.0033
25.89,22.20374
22.06,62.484047
15.459999999999999,17.234211
18.52,25.473896
34.49,25.473896
18.28,25.473896
20.440000000000005,26.877163
21.01,23.320747
17.28,23.268385
27.769999999999996,22.461613
28.26,26.280628
20.92,22.477322
24.36,33.306652
18.89,366.52686
18.43,23.663187
13.57,17.96114
17.61,34.84228
16.07,31.47409
15.41,17.234211
33.26,545.08136
32.48,28.638308
32.92,28.638308
30.08,30.646574
31.74,31.923897
33.77,32.357834
34.54,32.957245
35.46,36.43295
33.25,35.973778
31.08,35.973778
34.54,32.46051
33.25,37.95795
51.510000000000005,41.069168
38.7,139.96338
50.51,139.96338
32.23,550.372
51.35,550.372
39.59,58.062634
33.26,63.455704
33.26,47.84559
87.38,236.26709
33.25,106.38345
33.26,403.15668
33.25,110.47247
63.56,231.0972
52.90999999999999,102.389244
39.42,95.445854
82.71,236.26709
48.239999999999995,50.953106
32.6,36.308308
52.8,41.771255
42.73,42.496258
61.41,53.83378
28.36,39.151062
54.13,70.685776
33.25,64.382866
29.85,32.46622
33.26,31.165943
22.27,27.319094
29.26,25.879448
34.19,28.924524
38.49,59.63373
31.749999999999996,29.428385
33.26,54.19909
33.99,31.3787
34.54,34.60555
34.16,34.850155
34.55,34.37874
31.75,33.816574
32.58,33.260117
34.55,32.45622
38.47,38.30555
34.54,32.911613
34.86,33.13996
35.95,33.208344
33.24,33.208344
32.73,33.4661
27.17,28.409094
33.85,28.409094
42.44,52.70019
31.75,31.511139
33.26,33.132046
27.15,33.132046
27.180000000000003,33.132046
27.17,34.114563
37.28,36.883266
36.13,52.70019
915.0,527.02856
869.96,582.5242
161.97,528.1804
31.75,51.853577
27.079999999999995,81.24586
23.29,24.050785
31.739999999999995,23.145863
31.61,18.928501
38.95,36.57185
27.16,25.596062
30.799999999999997,30.845549
27.05,135.2884
31.209999999999997,135.2884
33.11,33.35476
91.76,489.4153
31.739999999999995,50.274445
31.74,58.18023
31.650000000000002,90.37137
24.16,33.868305
25.05,17.885233
27.91,538.2479
27.17,129.61377
27.19,60.97519
31.74,57.336136
32.37,534.26056
45.029999999999994,231.97128
31.6,30.492674
31.75,30.492674
27.180000000000003,36.704487
27.18,41.840744
22.18,42.510193
27.9,129.57513
39.47,540.17755
32.9,540.17755
32.83,59.973183
32.79,59.973183
27.14,120.21538
31.749999999999996,39.4398
30.86,39.4398
32.49,39.4398
33.25,36.5135
33.25,87.09121
36.18,57.527435
965.03,584.42096
35.06,82.90665
40.99,72.33692
46.62,42.129723
33.67,38.030746
32.55,38.030746
42.55,38.6998
33.25,43.528187
45.34,43.033146
45.34,43.033146
54.36000000000001,147.31758
33.22,76.828026
33.22,76.828026
44.99,39.68626
33.13,239.20508
66.87,107.56968
66.87,107.56968
90.54,106.44534
52.39,88.56404
57.93,141.70026
45.0,77.64668
33.23,42.51559
50.83,46.316456
71.56,66.14613
130.81,326.27866
73.87,454.12274
620.15,397.66736
926.64,585.1205
97.37,585.1205
84.16,241.94945
43.22,116.0681
48.96,58.028183
762.54,449.56403
44.57,449.56403
33.2,63.51401
33.17,37.962833
95.56,381.21243
753.04,452.157
63.47,446.94302
41.65,173.16203
42.44,190.726
33.22,54.30732
27.03,30.441612
29.609999999999996,42.72409
30.169999999999998,41.329407
46.58,415.5172
33.57,43.057045
28.459999999999997,50.152042
24.39,23.504173
908.58,558.19165
52.54,557.43207
24.54,557.43207
29.46,453.2985
31.94,448.08734
402.97,559.94794
292.39,484.7108
70.54,485.4875
33.8,485.03265
42.79,61.96216
43.67,61.96216
33.52,40.10984
25.489999999999995,457.14917
30.35,457.14917
33.77,457.14917
33.1,485.4875
86.25,404.46002
32.68,29.150312
34.2,33.74787
35.14,64.76468
33.49,30.758543
45.11,34.82055
34.43,135.29683
32.78,60.356056
33.14,30.005354
28.109999999999996,30.750196
28.53,61.045036
33.91,51.400627
95.57999999999998,460.86987
32.1,173.45912
29.03,105.463455
29.41,64.80433
30.48,52.33047
33.0,73.56866
33.4,47.99015
34.19,47.99015
33.84,469.86935
32.33,469.86935
33.86,46.20118
32.76,59.305428
31.060000000000002,443.4113
33.31,35.347637
28.31,49.106495
34.51,48.755825
