Actual,Predicted
31.4,33.41434
15.250000000000002,15.01167
29.509999999999998,22.26894
43.33,30.841797
23.68,27.565828
34.11,30.385595
34.11,30.385595
21.6,25.74299
15.26,14.795856
29.820000000000004,30.80093
40.47,24.31812
30.9,33.222427
26.62,19.990448
32.59,29.436012
29.58,26.868797
40.47,34.05146
22.56,23.72235
36.14,27.90265
16.22,15.11299
16.61,15.587442
15.630000000000003,14.338443
18.58,16.043734
30.54,38.2551
21.6,23.42665
36.31,23.719759
23.45,22.63114
23.98,25.600952
21.92,23.834555
22.42,21.14144
50.08,41.42499
37.88,31.617859
20.42,20.228617
23.43,22.568846
27.77,26.381077
18.34,18.472132
25.05,27.601175
18.28,18.280216
28.000000000000004,27.471012
27.770000000000003,27.692095
31.56,24.65681
33.98,31.07427
18.54,18.231348
20.52,22.59507
20.42,19.991076
25.38,28.904648
29.780000000000005,26.897655
37.37,31.5988
18.28,21.167397
18.34,17.287296
18.43,-9.9108095
18.39,17.034023
13.48,13.483359
13.48,13.486625
19.02,19.950611
15.63,14.378451
17.09,15.264648
18.56,17.902924
15.78,15.716452
18.5,16.365011
74.9,66.01797
20.43,19.661552
13.9,14.194962
18.49,17.94356
19.2,18.563408
29.85,23.640764
28.549999999999997,27.388828
20.42,19.759312
20.12,21.273722
28.6,27.84267
27.77,27.780252
22.47,25.943623
40.0,-1.398996
28.17,30.369007
18.29,18.253452
25.52,24.368853
20.4,20.838362
53.53000000000001,40.096508
23.89,20.076094
18.28,17.66829
24.83,24.286171
34.23,32.232338
18.51,18.685823
29.109999999999996,24.903383
27.77,27.182362
25.05,26.304094
43.0,39.664707
33.27,34.385654
34.54,36.46063
35.1,34.76003
18.28,16.902868
20.42,19.907534
19.87,19.300018
15.86,13.399796
18.28,17.242107
27.759999999999998,24.009708
22.8,23.81701
20.43,24.523737
27.45,25.541466
18.34,17.237015
18.5,19.265083
27.66,26.030937
25.29,27.785873
27.9,29.040085
15.39,14.566084
26.86,26.263433
20.42,21.030205
24.63,21.873304
19.88,18.33529
18.41,19.017262
20.45,20.622217
18.42,19.698986
14.28,13.324305
20.4,22.252338
30.9,45.973415
24.879999999999995,18.466501
20.35,20.242353
18.51,18.334715
27.77,29.109272
15.41,15.421894
20.41,19.722578
19.72,18.512999
27.77,23.507437
18.29,17.739265
20.42,22.111609
20.42,18.261465
15.359999999999998,11.961671
20.2,19.692743
20.42,19.427011
18.47,20.948692
16.93,17.118896
18.28,18.570213
18.28,16.32724
27.8,23.848566
33.57,20.690489
27.79,25.095367
28.26,31.390371
25.14,26.489763
23.21,17.293068
21.31,24.536806
16.43,17.474693
30.0,27.71818
13.48,7.757629
9.34,10.0199795
18.28,17.097656
15.27,13.266093
18.5,17.644411
16.3,16.12373
18.63,18.839378
7.429999999999999,10.715802
20.140000000000004,18.337542
18.48,15.922889
20.32,18.757492
19.8,18.462282
32.76,36.114624
18.39,16.654394
18.0,16.467718
15.410000000000002,14.867752
27.52,26.013317
20.42,20.133083
28.13,27.809061
15.409999999999998,14.747259
18.39,17.89036
18.29,17.815859
18.41,18.15367
20.43,19.466305
19.13,18.537039
19.31,18.336777
35.67,45.176243
47.98,80.95405
34.56,74.82183
18.53,15.3618765
18.64,19.023617
20.43,20.195305
28.21,26.297758
15.580000000000002,16.537659
27.770000000000003,20.885958
27.65,24.10609
27.249999999999996,36.17231
40.81,34.820435
40.81,34.820435
18.39,19.545252
18.56,18.794731
19.84,19.429192
19.84,19.429192
18.37,37.3734
15.309999999999999,14.798395
27.8,25.743427
27.46,26.152294
19.73,23.918718
28.78,26.378014
27.229999999999997,29.402454
19.74,13.400735
25.65,25.164541
24.19,26.777063
20.44,22.040794
19.2,22.317015
20.73,18.379147
25.89,22.939987
22.06,22.189081
15.459999999999999,16.070871
18.52,18.51722
34.49,25.592264
18.28,17.21678
20.440000000000005,20.305868
21.01,22.011076
17.28,18.148767
27.769999999999996,24.825111
28.26,28.569658
20.92,19.182055
24.36,26.993452
18.89,33.904045
18.43,18.367867
13.57,13.399207
17.61,16.989265
16.07,17.762808
15.41,14.67896
33.26,34.46149
32.48,30.300596
32.92,31.175259
30.08,27.823908
31.74,32.36086
