Actual,Predicted
33.77,32.784054
34.54,33.300484
35.46,34.064297
33.25,31.802156
31.08,32.230988
34.54,34.347668
33.25,33.315086
51.510000000000005,39.03609
38.7,38.793385
50.51,48.87217
32.23,52.302734
51.35,73.95587
39.59,52.241104
33.26,41.028786
33.26,32.16533
87.38,66.28574
33.25,38.49664
33.26,53.095943
33.25,50.50682
63.56,96.955696
52.90999999999999,48.67881
39.42,34.01899
82.71,164.05153
48.239999999999995,49.52781
32.6,31.08393
52.8,44.486797
42.73,46.180397
61.41,60.313736
28.36,28.588621
54.13,47.808056
33.25,34.536285
29.85,27.56066
33.26,31.035864
22.27,23.381355
29.26,26.619642
34.19,31.682196
38.49,38.308414
31.749999999999996,30.868982
33.26,32.63005
33.99,31.723076
34.54,33.86242
34.16,34.0072
34.55,34.45122
31.75,31.389818
32.58,33.010475
34.55,33.582157
38.47,35.25109
34.54,33.90263
34.86,34.93917
35.95,35.502174
33.24,32.832775
32.73,33.740475
27.17,26.823793
33.85,31.561113
42.44,36.732254
31.75,28.57677
33.26,32.484753
27.15,26.177513
27.180000000000003,25.988535
27.17,27.11038
37.28,33.56071
36.13,39.789795
915.0,283.09045
869.96,756.9465
161.97,632.23895
31.75,31.78869
27.079999999999995,23.256496
23.29,23.696045
31.739999999999995,28.463984
31.61,26.714367
38.95,39.56527
27.16,26.313213
30.799999999999997,27.43346
27.05,24.376703
31.209999999999997,32.017693
33.11,31.573841
91.76,108.29116
31.739999999999995,30.080061
31.74,30.874395
31.650000000000002,36.310947
24.16,24.38821
25.05,22.063753
27.91,29.990574
27.17,25.20978
27.19,26.80106
31.74,30.185286
32.37,19.782536
45.029999999999994,110.66266
31.6,32.18504
31.75,28.924524
27.180000000000003,26.531666
27.18,26.674145
22.18,25.24712
27.9,23.636372
39.47,44.925613
32.9,26.847748
32.83,32.03163
32.79,31.448013
27.14,24.946905
31.749999999999996,32.052486
30.86,27.647629
32.49,30.734507
33.25,32.54766
33.25,32.733192
36.18,33.10433
965.03,688.16675
35.06,31.523233
40.99,38.63345
46.62,45.13188
33.67,36.807964
32.55,32.079205
42.55,40.848446
33.25,33.213196
45.34,42.794254
45.34,42.794254
54.36000000000001,43.684914
33.22,32.48767
33.22,32.177834
44.99,39.842022
33.13,24.380184
66.87,104.24359
66.87,104.24359
90.54,84.33094
52.39,56.686962
57.93,48.37815
45.0,43.495823
33.23,35.307667
50.83,50.0107
71.56,79.20591
130.81,70.70035
73.87,32.5099
620.15,175.65523
926.64,688.3862
97.37,122.582054
84.16,53.99936
43.22,43.24063
48.96,45.341
762.54,74.20982
44.57,39.42136
33.2,34.908787
33.17,32.62999
95.56,225.48062
753.04,415.454
63.47,307.21576
41.65,41.969463
42.44,49.31881
33.22,31.152586
27.03,28.670835
29.609999999999996,31.025593
30.169999999999998,27.90432
46.58,60.55453
33.57,34.132935
28.459999999999997,29.77029
24.39,24.282234
908.58,683.863
52.54,56.93553
24.54,3.2181618
29.46,45.405567
31.94,23.663734
402.97,578.32654
292.39,603.2868
70.54,56.50921
33.8,14.696128
42.79,44.28406
43.67,41.46225
33.52,34.447983
25.489999999999995,50.493996
30.35,47.7236
33.77,54.33884
33.1,24.175718
86.25,96.167046
32.68,31.665905
34.2,35.08148
35.14,35.949257
33.49,32.04485
45.11,42.54032
34.43,38.607853
32.78,32.837814
33.14,32.234715
28.109999999999996,25.509254
28.53,27.743443
33.91,33.110832
95.57999999999998,120.22207
32.1,30.205967
29.03,27.859934
29.41,31.648735
30.48,28.410173
33.0,29.510338
33.4,33.264095
34.19,33.546593
33.84,57.242188
32.33,52.200653
33.86,48.357616
32.76,29.648832
31.060000000000002,30.584042
33.31,32.463882
28.31,27.543493
34.51,32.84717
