Actual,Predicted
40.51,42.465084
31.209999999999997,34.244244
31.75,32.954773
33.26,48.039997
27.19,43.40689
26.01,49.445995
31.21,28.062647
27.19,30.806667
19.78,21.610844
33.19,33.157078
47.07,23.591759
45.89,50.58576
31.750000000000004,48.094086
33.26,33.171803
34.28,32.64389
28.53,24.084791
32.88,34.107227
16.53,17.271103
31.29,22.43299
33.24,35.812717
41.65,37.776073
33.25,24.89807
31.739999999999995,30.255562
29.76,55.604664
27.19,33.076397
32.61,31.271452
33.26,41.58188
919.05,679.93994
40.13,47.1911
46.06,51.131165
37.81,39.75794
45.91,39.091713
31.740000000000002,31.606138
31.74,33.2768
37.300000000000004,38.86859
52.33,40.074703
32.98,35.272507
30.290000000000003,31.956722
33.13,26.99526
50.98,51.591454
82.21,88.03511
78.04,78.684456
57.04,83.26053
41.22,37.160778
47.24,45.90551
49.36,50.991734
71.56,82.972084
47.8,42.992462
757.1300000000001,191.29689
53.529999999999994,37.1647
119.36999999999999,248.47993
76.72,111.60884
166.64,524.96466
95.92,113.32542
55.49,46.21986
47.22,50.876854
74.77,199.37439
175.42,283.68726
37.43,47.936184
33.22,70.501434
41.84,38.166943
33.92,37.905754
243.85,146.41193
50.16,84.21793
53.34,74.43691
25.93,26.245914
28.46,29.200928
26.51,26.767847
32.59,26.16464
33.57,35.191143
26.279999999999998,29.900633
26.279999999999998,29.900633
32.4,75.96473
30.93,16.55057
33.77,73.69163
31.94,28.566467
19.24,14.874127
28.65,20.695864
34.36,44.055748
46.58,61.00895
102.95,222.3023
33.57,44.86692
35.16,45.642273
29.13,48.136192
31.51,60.286007
31.950000000000003,26.790503
85.88999999999999,162.24667
32.82,34.131832
35.11,37.677547
35.14,37.23023
19.51,22.905296
25.54,33.521156
32.88,51.05884
33.51,36.681683
33.62,33.148132
33.37,34.387
33.15,32.512344
33.56,32.101807
34.0,31.254307
55.92,49.987614
782.48,196.54945
95.57999999999998,149.12717
29.57,31.757507
28.51,27.830744
31.79,33.721115
33.0,32.05968
28.5,51.310146
32.93,36.285812
33.41,38.53699
28.56,25.421768
41.66,66.92102
29.97,26.105097
43.42,29.28671
32.84,36.496773
32.45,32.847553
32.8,35.95635
32.83,33.576927
28.88,27.321375
28.07,27.439352
31.22,27.938787
