Actual,Predicted
15.600000000000001,17.917583
14.69,16.146252
18.32,19.032896
21.96,28.54717
13.48,7.6488476
15.41,13.601565
18.28,17.987722
11.149999999999999,13.018823
18.51,19.690166
20.42,21.04185
16.22,18.281563
13.85,15.389213
18.39,18.309877
27.600000000000005,24.705402
15.4,15.932004
18.43,17.330534
15.399999999999999,12.81399
18.4,20.132338
18.39,19.973444
14.97,17.254326
18.61,21.12957
20.43,25.317863
29.599999999999998,27.066725
18.0,18.020882
15.41,16.44827
15.4,15.663302
18.39,18.447544
23.19,21.6039
18.39,40.342087
21.68,36.873016
27.93,44.4256
18.58,25.542408
22.16,46.318855
20.43,21.336836
26.76,24.911533
20.43,21.142836
27.77,30.943705
27.23,26.93289
27.77,27.390509
18.73,20.211449
27.769999999999996,28.1413
27.769999999999996,26.03307
17.23,19.216309
18.4,20.369745
28.0,51.30402
18.48,20.322914
18.51,32.28271
15.38,21.27771
18.39,37.42668
29.95,43.12894
28.36,45.23473
23.02,34.464928
27.77,23.637596
18.28,21.286634
20.79,25.393066
20.42,23.706633
18.39,20.814587
22.870000000000005,26.239426
15.459999999999999,16.362282
18.28,18.534697
18.29,18.10686
24.48,25.18868
17.47,16.01899
18.44,20.150322
18.36,18.2344
277.01,67.67273
295.57,431.28333
18.44,29.53255
20.96,21.511768
13.32,13.885766
9.57,14.787936
21.9,19.280535
27.77,27.608582
18.27,18.053003
15.41,15.847718
15.59,16.213318
13.3,14.757627
31.990000000000002,29.62762
27.419999999999998,28.22568
33.26,33.01355
34.05,34.006107
32.97,35.06712
31.45,31.417778
34.55,34.023323
27.16,28.78722
27.16,28.78722
27.18,29.2895
29.809999999999995,30.057568
33.81,34.02951
36.61,66.05372
44.09,67.702156
156.95,159.16936
55.32,103.641365
50.76,51.554108
78.97,58.346268
46.36,40.867558
33.26,37.60573
31.740000000000002,32.34686
50.4,99.215904
32.69,33.13799
73.11,118.24069
33.54,57.48594
383.62,148.14784
51.00999999999999,67.23123
50.78,98.579956
68.84,77.51645
83.73,78.52162
79.09,96.84255
36.4,35.587116
40.11,43.3897
33.44,38.979206
37.36,41.53589
32.11,39.58287
33.26,35.396782
33.25,35.81971
33.25,36.99419
33.03,30.979948
33.46,35.174652
25.21,26.748648
31.75,32.23775
29.26,27.86031
32.93,33.33877
33.5,36.638977
33.26,32.16544
34.53,33.390743
33.07,32.90688
34.28,34.2169
27.18,28.809114
32.41,31.61213
34.54,34.367146
33.42,33.60488
33.26,32.88524
33.54,32.87479
32.75,31.795017
31.740000000000002,29.807764
33.26,35.787712
28.1,30.95597
27.180000000000003,35.90568
33.26,33.806545
26.77,29.970013
27.15,26.174324
41.35,42.395336
8.52,23.955034
32.6,33.081158
31.610000000000003,32.21741
28.64,31.146927
27.14,95.78508
31.05,29.610256
26.15,27.386621
36.73,76.709984
27.19,28.142126
32.48,37.29304
29.140000000000004,37.904446
31.210000000000004,30.300293
27.16,26.521065
217.15,48.569256
40.51,45.671535
31.209999999999997,37.712532
31.75,30.782278
33.26,162.48734
27.19,43.196724
26.01,48.00901
31.21,35.52662
27.19,28.849182
19.78,22.636633
33.19,32.76504
47.07,80.85417
45.89,107.98937
31.750000000000004,46.08164
33.26,44.39513
34.28,30.644957
28.53,24.349226
32.88,34.413673
16.53,17.81877
31.29,41.664932
33.24,55.028587
41.65,58.100178
33.25,58.023315
31.739999999999995,33.484
29.76,56.95402
27.19,31.715345
32.61,44.68534
33.26,73.44138
919.05,571.69727
40.13,46.07864
46.06,49.223118
37.81,42.486027
45.91,39.37583
31.740000000000002,30.836498
31.74,32.345524
37.300000000000004,39.2821
52.33,50.249973
32.98,35.929718
30.290000000000003,31.757854
33.13,36.86782
50.98,56.138443
82.21,91.55629
78.04,86.033676
57.04,99.31266
41.22,37.3464
47.24,46.843746
49.36,47.798317
71.56,84.62779
47.8,43.565243
757.1300000000001,195.40257
53.529999999999994,38.41237
119.36999999999999,385.47122
76.72,189.22047
166.64,506.06183
95.92,115.72125
55.49,83.1807
47.22,52.1511
74.77,103.23253
175.42,254.82863
37.43,61.02007
33.22,72.21609
41.84,37.556747
33.92,41.194885
243.85,186.36766
50.16,118.60287
53.34,68.00343
25.93,26.553173
28.46,29.085167
26.51,26.597206
32.59,42.59027
33.57,35.56246
26.279999999999998,30.622347
26.279999999999998,30.622347
32.4,70.98081
30.93,49.254803
33.77,111.83754
31.94,83.18936
19.24,50.35523
28.65,52.47353
34.36,57.357418
46.58,65.50437
102.95,149.90582
33.57,49.870903
35.16,45.770832
29.13,62.453297
31.51,76.445946
31.950000000000003,31.071857
85.88999999999999,80.138565
32.82,32.834724
35.11,38.304317
35.14,37.766037
19.51,23.717886
25.54,87.52986
32.88,110.594666
33.51,36.683563
33.62,45.164127
33.37,33.765656
33.15,32.97528
33.56,35.33199
34.0,36.196533
55.92,54.627453
782.48,265.17828
95.57999999999998,184.9369
29.57,33.685013
28.51,27.553072
31.79,33.090446
33.0,31.544893
28.5,47.254494
32.93,34.759354
33.41,37.035393
28.56,31.78274
41.66,81.26085
29.97,33.69112
43.42,98.23034
32.84,33.64577
32.45,33.003258
32.8,37.04222
32.83,33.876152
28.88,29.916176
28.07,30.398989
31.22,37.242836
