Actual,Predicted,sMAPE = 0.10887994220165112
35.89,26.430162
15.250000000000002,24.085415
34.11,34.318474
29.61,32.128613
24.12,35.55264
34.79,22.385267
35.91,26.32333
21.41,34.558716
15.29,20.440594
30.640000000000004,29.028446
22.15,28.11338
21.41,21.258945
16.61,24.221851
38.76,32.40773
38.34,32.910965
13.5,16.56169
15.26,18.446411
15.379999999999999,16.994331
15.26,16.144615
13.499999999999998,14.000566
15.46,15.161172
34.9,70.68856
26.82,27.887545
21.45,31.315865
21.41,30.27222
20.78,21.57925
15.420000000000002,20.855013
15.77,23.020418
15.31,22.448486
21.44,25.607172
18.39,20.59201
20.84,26.03538
19.43,21.111319
18.05,22.441486
20.27,21.673458
35.25,30.838871
30.66,32.27845
19.33,28.801088
21.4,26.304564
23.42,28.712965
21.98,28.113232
21.67,30.37653
20.43,27.502338
26.99,37.9204
36.55,28.298958
19.54,19.757565
18.35,63.895123
15.47,17.321156
20.4,303.9306
18.29,18.758463
18.29,17.17578
17.19,17.094494
15.409999999999998,16.798744
18.5,20.095905
13.48,14.860319
15.49,15.9798
18.22,16.758272
15.41,17.690191
20.43,18.868423
17.58,17.855326
20.29,18.862942
19.7,19.179346
13.9,17.664585
20.43,28.783024
22.47,40.320995
20.42,302.1798
23.31,304.2356
20.42,302.1798
20.42,23.65005
15.39,17.794096
15.64,20.901693
17.07,20.578915
28.14,25.878801
20.42,21.41787
20.42,21.031689
27.71,32.305717
25.76,29.609394
27.77,31.11888
18.4,19.858345
18.47,19.782871
18.28,17.66664
26.86,25.474165
20.42,24.4255
20.1,21.323221
20.42,23.27026
36.15,34.708286
19.5,21.888422
14.960000000000003,20.455051
20.700000000000003,19.618786
19.67,19.714767
18.28,18.21231
13.48,14.908888
18.5,22.27793
21.7,23.838734
25.72,24.349403
26.21,30.825891
29.79,34.814667
15.41,27.113966
18.5,26.171577
26.02,32.91947
27.780000000000005,32.640934
29.16,30.500872
16.41,21.310926
16.23,22.714642
15.410000000000002,19.751955
17.92,18.190334
20.42,59.651333
13.48,22.356642
17.59,21.714428
15.13,22.195036
18.51,26.537983
19.46,21.896399
21.15,25.642485
18.66,21.055727
17.44,15.305666
18.39,22.544678
20.43,25.21111
18.39,22.962017
20.42,21.314438
18.39,22.962017
18.63,16.887947
18.42,18.228569
18.28,17.52464
19.92,21.745352
15.26,19.281553
26.62,33.687588
4.95,16.790255
31.049999999999997,22.624004
13.48,21.393623
20.52,31.35731
27.77,21.701033
15.600000000000001,18.832216
27.17,24.881956
23.34,29.618156
0.0,4.42151
15.4,11.64466
20.42,17.799604
15.41,13.214426
16.3,20.986866
