Actual,Predicted
36.57,37.13671
15.250000000000002,15.322351
32.29,26.206438
21.41,20.899677
22.94,26.692667
26.83,32.303467
35.76,25.659767
24.66,26.335327
31.02,21.970526
32.45,30.706503
20.840000000000003,22.965204
21.39,19.193735
16.6,18.016073
36.71,35.41964
38.5,35.825237
15.25,15.952161
12.37,12.883431
18.87,17.071404
15.25,15.55128
15.46,15.491617
15.26,14.945219
27.99,28.441797
31.52,32.727905
54.7,38.864773
15.34,17.08373
15.459999999999999,18.81603
15.460000000000003,17.0103
15.39,16.162754
19.47,19.122625
15.43,16.951736
18.77,19.670992
22.740000000000002,23.270994
15.55,17.076847
42.66,36.35287
28.000000000000004,28.405264
29.41,29.437365
26.92,27.587656
18.39,20.233309
21.95,23.027418
48.13,41.93932
22.12,22.64075
27.77,28.228764
30.78,30.309448
18.11,18.982275
22.44,29.35589
24.36,25.52828
13.42,23.011648
14.47,15.186432
18.38,81.42329
15.41,15.666944
18.39,18.04244
18.35,18.118135
13.48,14.327427
16.99,15.940489
14.54,15.703593
19.83,18.706453
18.04,16.003975
16.63,16.964226
18.93,20.064762
18.31,16.603886
18.29,17.728445
20.43,20.259212
13.48,14.202887
30.68,26.667007
24.58,25.19198
20.23,-16.234186
20.42,26.437193
20.23,-16.234186
27.51,21.571945
20.43,21.54667
18.75,18.302273
18.92,18.809612
19.94,19.822199
27.899999999999995,21.755232
27.499999999999996,22.319672
27.75,29.205729
23.06,22.916649
27.47,28.967373
21.4,19.15012
23.89,19.86361
18.4,18.850815
38.6,29.610405
19.35,21.555775
20.05,19.976913
20.38,20.104559
38.58,32.297337
20.3,21.791906
15.400000000000002,15.760251
18.37,18.43831
18.29,18.335304
17.92,18.01434
15.41,16.373997
20.43,22.144463
21.97,22.262909
18.39,18.85395
18.29,18.221891
25.29,28.990168
15.39,16.20694
27.77,29.442839
19.29,20.459608
20.42,23.391693
18.81,21.222672
15.41,15.40121
18.39,19.29711
31.5,20.712076
16.57,16.459192
18.6,25.394035
18.06,16.576487
18.43,17.33907
15.18,14.23847
18.39,28.189758
18.65,20.206614
27.77,26.293034
20.43,20.461424
15.41,16.100803
19.88,20.776155
18.43,18.943375
16.85,17.357569
19.8,19.569399
16.85,17.357569
15.41,18.274927
18.51,18.500902
18.29,17.884542
20.42,22.887114
18.3,18.396608
18.33,17.957607
19.96,20.710194
27.78,24.924044
16.32,18.203875
15.4,19.125746
15.600000000000001,16.935751
14.69,17.318981
18.32,18.290571
21.96,27.109158
13.48,6.101896
15.41,13.42292
18.28,17.642864
11.149999999999999,12.615513
18.51,19.941044
20.42,20.561165
16.22,17.642565
13.85,15.517756
18.39,17.440117
27.600000000000005,24.354164
15.4,16.741734
18.43,17.447208
15.399999999999999,11.401775
18.4,20.371708
18.39,20.245148
14.97,15.432114
18.61,20.275118
20.43,22.016468
29.599999999999998,27.761768
18.0,17.560045
15.41,16.288696
15.4,15.492976
18.39,18.025867
23.19,20.78654
18.39,30.471859
21.68,27.531237
27.93,43.452232
18.58,23.05503
22.16,50.658997
20.43,21.68743
26.76,23.186037
20.43,20.584904
27.77,29.330677
27.23,25.949087
27.77,26.79572
18.73,20.695234
27.769999999999996,27.970253
27.769999999999996,23.267504
17.23,19.181921
18.4,21.408815
28.0,133.84778
18.48,21.491554
18.51,33.137836
15.38,19.640776
18.39,34.176186
29.95,32.459946
28.36,35.89528
23.02,24.447817
27.77,22.958935
18.28,22.717403
20.79,23.426336
20.42,24.181133
18.39,21.030787
22.870000000000005,27.558167
15.459999999999999,16.154419
18.28,18.730974
18.29,18.007154
24.48,24.569529
17.47,16.211946
18.44,19.620293
18.36,19.991945
277.01,53.653477
295.57,315.3116
18.44,27.593636
20.96,21.252083
13.32,13.987193
9.57,14.290457
21.9,19.538782
27.77,24.400002
18.27,17.723452
15.41,15.712998
15.59,15.085998
13.3,14.703848
31.990000000000002,29.633741
27.419999999999998,28.27863
33.26,32.97424
34.05,34.272434
32.97,34.21484
31.45,31.152676
34.55,34.08381
27.16,29.176422
27.16,29.176422
27.18,28.596107
29.809999999999995,29.418102
33.81,33.487225
36.61,72.131744
44.09,68.0688
156.95,132.34265
55.32,119.04518
50.76,59.037994
78.97,58.685226
46.36,35.81785
33.26,39.809196
31.740000000000002,32.014893
50.4,88.44892
32.69,34.446705
73.11,103.91787
33.54,50.840343
383.62,105.83192
51.00999999999999,65.68088
50.78,68.947716
68.84,73.64999
83.73,89.05361
79.09,90.22227
36.4,34.23603
40.11,40.644062
33.44,36.34978
37.36,40.522747
32.11,40.20053
33.26,41.51223
33.25,35.73556
33.25,38.135246
33.03,29.941607
33.46,34.21617
25.21,27.12381
31.75,33.93788
29.26,28.105183
32.93,32.95601
33.5,39.08025
33.26,32.426697
34.53,33.406372
33.07,32.477142
34.28,34.44451
27.18,29.284304
32.41,31.439287
34.54,34.49833
33.42,33.26662
33.26,33.109085
33.54,33.335224
32.75,32.010647
31.740000000000002,30.419817
33.26,35.322292
28.1,31.059185
27.180000000000003,34.220024
33.26,34.643715
26.77,30.740461
27.15,25.796572
41.35,39.714306
8.52,22.198586
32.6,32.628025
31.610000000000003,31.66263
28.64,30.467474
27.14,132.16618
31.05,30.98362
26.15,26.914629
36.73,88.59649
27.19,9.952857
32.48,37.95888
29.140000000000004,29.387383
31.210000000000004,29.921999
27.16,25.447023
217.15,47.142696
40.51,48.521915
31.209999999999997,39.2509
31.75,29.993004
33.26,120.099464
27.19,41.21897
26.01,63.321354
31.21,34.755615
27.19,28.814661
19.78,21.931578
33.19,32.64334
47.07,74.399155
45.89,64.75869
31.750000000000004,51.33324
33.26,36.174892
34.28,30.781178
28.53,26.758009
32.88,36.8223
16.53,20.757914
31.29,37.424534
33.24,37.669357
41.65,46.45083
33.25,65.08502
31.739999999999995,33.24491
29.76,62.941307
27.19,30.782614
32.61,38.88404
33.26,74.788475
919.05,492.54337
40.13,43.062153
46.06,48.172894
37.81,39.878265
45.91,38.327785
31.740000000000002,31.129028
31.74,32.3134
37.300000000000004,40.11894
52.33,49.08356
32.98,35.25848
30.290000000000003,32.762722
33.13,21.497341
50.98,53.40164
82.21,98.76567
78.04,100.65502
57.04,111.601616
41.22,41.82972
47.24,48.860947
49.36,47.22833
71.56,77.94648
47.8,41.37515
757.1300000000001,291.03488
53.529999999999994,34.257034
119.36999999999999,393.31494
76.72,177.1799
166.64,382.27075
95.92,122.07571
55.49,57.091656
47.22,48.705944
74.77,98.48442
175.42,186.91179
37.43,58.60544
33.22,81.4301
41.84,35.254677
33.92,39.852676
243.85,173.264
50.16,141.34735
53.34,70.69889
25.93,27.006035
28.46,28.681824
26.51,26.444609
32.59,47.48964
33.57,37.286385
26.279999999999998,31.386618
26.279999999999998,31.386618
32.4,77.20164
30.93,49.26827
33.77,89.54584
31.94,87.76799
19.24,26.53681
28.65,44.88874
34.36,53.47489
46.58,53.875652
102.95,297.27618
33.57,51.885017
35.16,40.563995
29.13,63.447914
31.51,92.26513
31.950000000000003,1.5350016
85.88999999999999,100.56454
32.82,32.47546
35.11,38.652435
35.14,37.889545
19.51,23.365736
25.54,56.510185
32.88,83.56624
33.51,35.670586
33.62,31.36498
33.37,33.874054
33.15,33.91874
33.56,31.37853
34.0,33.997597
55.92,61.219143
782.48,211.83734
95.57999999999998,147.63982
29.57,29.15308
28.51,25.87035
31.79,32.815044
33.0,31.862661
28.5,50.146416
32.93,34.599705
33.41,38.658928
28.56,20.133797
41.66,96.23451
29.97,6.665821
43.42,103.756454
32.84,32.7199
32.45,31.559408
32.8,37.813644
32.83,36.921967
28.88,27.87126
28.07,30.156569
31.22,38.908035
